altitude	exposition	pente	distance_horizontale_hydro	distance_verticale_hydro	distance_horizontale_route	ombrage_0900	ombrage_1200	ombrage_1500	distance_horizontale_depart_feu	espece
2763	326	7	42	5	2100	203	232	168	743	1
2781	153	20	277	75	600	240	236	117	532	1
2763	313	8	67	5	2122	198	234	176	722	1
2782	252	8	0	0	2228	202	246	182	841	1
2781	339	7	0	0	2249	204	230	164	824	1
2787	281	14	0	0	2271	181	241	200	849	1
2760	161	22	218	54	540	236	239	121	589	1
2743	154	21	268	37	553	239	237	117	571	1
2807	268	17	30	9	2281	173	244	209	886	1
2819	254	22	42	11	2254	165	248	217	912	1
2759	183	20	182	41	510	221	249	152	671	1
2756	172	22	180	50	510	228	244	135	646	1
2840	276	22	60	17	2187	156	238	220	953	1
2743	169	20	150	37	480	231	244	135	664	1
2738	165	19	162	32	480	233	242	132	648	1
2938	291	7	30	3	1772	199	239	179	1368	1
2841	307	21	0	0	2187	157	222	203	902	1
2870	280	13	0	0	2093	183	241	198	977	1
2855	320	19	60	23	2160	168	219	189	882	1
2970	146	23	242	57	361	244	230	101	782	1
2820	111	29	175	74	849	254	195	47	1307	1
2922	169	22	212	67	430	230	243	132	942	1
2770	110	24	90	24	859	253	205	66	1406	1
2903	158	18	175	48	351	237	240	126	957	1
2791	110	27	134	36	792	254	198	52	1374	1
2778	104	18	95	23	808	247	215	89	1416	1
2878	200	6	420	117	2103	218	246	163	750	1
2884	150	17	120	29	295	240	237	121	1008	1
2844	171	32	90	21	591	223	235	118	1294	1
2838	149	30	90	30	646	242	222	85	1338	1
2823	105	16	391	74	1698	245	219	99	713	1
2873	138	13	60	2	242	239	235	123	1061	1
2864	144	12	42	9	277	237	238	129	1091	1
2815	98	14	350	66	1740	242	220	105	698	1
2828	95	14	382	78	1722	241	219	104	765	1
2838	195	9	216	81	2254	219	248	163	633	1
2868	94	22	450	114	1668	248	200	69	886	1
2821	85	13	339	71	1764	238	217	108	752	1
2835	218	9	192	83	2249	211	249	174	649	1
2825	112	14	283	71	1837	243	225	108	841	1
2807	98	14	201	53	1921	242	219	103	830	1
2820	110	13	234	64	1908	243	225	108	895	1
2799	111	14	162	45	1963	243	224	107	828	1
2820	334	7	0	0	1374	204	231	166	1087	1
2865	118	22	268	99	1908	251	214	79	1172	1
2804	115	18	127	40	2021	248	219	93	1040	1
2807	123	20	127	41	2024	249	220	89	1082	1
2827	351	3	0	0	1482	214	234	158	1159	1
2874	131	17	295	99	1922	245	228	105	1256	1
2836	355	13	0	0	1533	198	217	156	1172	1
2845	21	15	42	9	1544	208	206	131	1150	1
2887	87	10	256	-3	1920	235	224	119	1429	1
2803	118	21	124	34	2082	250	217	84	1211	1
2896	54	13	242	5	1932	227	212	116	1471	1
2788	121	20	85	19	2124	249	220	90	1214	1
2910	41	5	190	31	1922	220	229	145	1361	1
2830	116	26	190	50	2125	253	206	64	1423	1
2819	126	22	170	33	2188	250	219	84	1384	1
2780	94	6	42	0	2264	230	231	134	1416	1
2833	130	21	170	37	2200	249	223	91	1288	1
2796	112	10	85	10	2270	238	229	121	1365	1
2827	125	18	150	31	2227	247	225	100	1262	1
2854	142	19	153	48	2212	244	232	109	1082	1
2880	150	17	201	60	2156	240	237	121	972	1
2879	117	18	162	25	2352	248	221	94	591	1
2892	106	16	192	31	2356	246	219	97	592	1
2899	93	16	190	38	2374	243	215	97	582	1
2947	95	11	162	49	2278	238	224	116	541	1
2951	158	17	450	113	725	236	240	128	2123	1
2928	219	14	360	90	832	204	252	183	2215	1
2917	165	18	330	79	825	233	243	133	2147	1
2696	110	6	60	1	60	230	234	138	828	1
2916	192	18	300	78	899	216	251	162	2268	1
2917	187	15	301	79	912	220	250	158	2295	1
2716	29	6	335	17	30	218	226	144	711	1
2712	25	7	247	13	67	217	225	145	757	1
2707	40	8	162	8	127	221	223	137	811	1
2700	52	9	108	7	124	225	221	130	850	1
2891	180	15	240	53	920	224	248	152	2215	1
2720	13	8	342	21	42	213	225	149	738	1
2696	45	9	85	7	150	223	221	133	912	1
2716	51	6	216	21	150	223	226	138	841	1
2713	63	7	192	20	170	226	226	134	858	1
2707	61	7	150	16	182	226	225	133	895	1
2700	57	8	108	11	180	226	223	132	934	1
2744	34	10	511	28	60	219	218	134	722	1
2708	73	6	170	19	212	228	228	134	918	1
2714	62	6	234	23	216	225	228	138	907	1
2783	47	8	537	49	210	223	223	134	878	1
2765	9	13	644	66	210	205	213	144	875	1
2789	58	7	551	55	240	226	225	133	912	1
2828	216	25	60	14	1315	187	254	192	2624	1
2843	203	27	108	34	1342	195	252	177	2676	1
2858	158	16	218	76	902	236	241	130	3010	1
2866	183	23	162	69	1200	218	248	150	2847	1
2855	168	20	180	72	960	231	243	134	3059	1
2820	178	23	95	40	932	223	246	143	3127	1
2959	187	10	708	252	524	222	248	159	1591	1
2960	188	10	726	257	537	221	248	160	1570	1
2952	187	16	703	248	564	220	250	158	1592	1
2932	172	19	616	100	671	229	245	141	1560	1
2930	169	18	595	98	685	231	244	138	1542	1
2913	199	22	541	206	577	206	253	171	1761	1
2918	181	22	595	214	618	221	247	147	1699	1
2922	181	20	616	90	685	223	248	149	1602	1
2911	153	8	443	79	684	231	241	142	1492	1
2907	180	7	417	75	713	223	244	156	1518	1
2863	206	26	433	160	631	193	253	181	1867	1
2873	192	26	469	169	658	208	250	161	1826	1
2842	201	23	404	141	698	204	253	173	1891	1
2862	201	23	525	30	819	203	253	173	1723	1
2884	240	11	426	52	836	198	250	188	1657	1
2840	200	23	497	144	819	205	253	172	1782	1
2888	23	7	319	56	800	216	225	145	1477	1
2888	48	7	319	56	824	223	225	137	1500	1
2730	88	7	0	0	488	231	228	129	2473	1
2823	225	16	443	128	872	196	253	190	1831	1
2888	47	9	319	62	849	223	221	132	1524	1
2730	30	8	30	0	514	218	223	140	2431	1
2811	223	16	402	116	886	198	253	189	1873	1
2867	275	19	379	35	987	164	240	214	1801	1
2788	229	13	323	93	912	199	252	188	1956	1
2759	54	6	0	0	671	224	226	137	2509	1
2764	37	2	0	0	726	219	234	151	2527	1
2748	191	21	170	50	875	215	251	161	1984	1
2751	237	16	190	56	939	191	252	196	1926	1
2778	77	11	30	5	841	234	219	115	2567	1
2835	216	20	309	151	1100	195	254	189	1825	1
2814	205	20	256	126	1100	203	254	178	1806	1
2787	63	8	0	0	907	228	223	128	2547	1
2732	52	8	0	0	760	225	223	132	2114	1
2729	39	10	0	0	765	221	219	132	2097	1
2720	216	18	90	25	997	198	254	187	1861	1
2806	200	25	242	123	1140	202	252	172	1771	1
2797	85	8	30	4	990	232	227	128	2551	1
2765	203	25	170	82	1275	198	252	176	1642	1
2739	203	26	127	58	1328	197	252	176	1583	1
2779	39	7	0	0	972	221	225	140	2143	1
2759	135	7	0	0	1207	231	237	138	942	1
2675	91	10	0	0	1450	236	224	119	1414	1
2583	16	4	362	22	488	216	231	152	768	1
2684	207	8	0	0	1146	215	247	168	579	1
2707	114	16	30	8	1441	246	222	99	1383	1
2689	12	18	67	7	1542	200	202	135	1319	1
2732	150	23	42	15	1396	242	232	106	1425	1
2605	51	6	459	-34	743	223	226	138	741	1
2614	61	10	395	-25	807	228	220	124	738	1
2734	347	19	108	28	1590	180	206	162	1237	1
2633	135	7	182	-6	990	231	237	138	700	1
2632	344	3	240	-7	960	213	234	159	742	1
2763	105	8	0	0	1410	234	230	128	1682	1
2727	355	11	67	9	1544	202	221	156	1282	1
2732	328	16	95	16	1570	181	220	178	1250	1
2636	319	5	210	-3	1022	208	235	167	794	1
2737	348	10	124	10	1599	201	223	161	1231	1
2623	163	13	0	0	1231	232	243	140	815	1
2750	20	15	180	15	1633	208	206	132	1218	1
2787	17	17	295	74	1775	204	203	132	1048	1
2768	336	19	212	35	1682	174	210	174	1158	1
2600	184	25	0	0	1284	217	247	148	904	1
2786	42	7	30	-4	1593	222	224	137	1698	1
2786	6	5	42	0	1591	214	230	154	1673	1
2779	308	14	256	44	1733	180	230	190	1099	1
2802	39	16	376	86	1853	219	203	115	966	1
2776	0	14	295	35	1746	198	212	151	1126	1
2800	329	21	313	65	1788	164	210	182	1050	1
2804	340	19	323	71	1800	177	210	169	1032	1
2832	93	4	30	-2	1718	226	233	142	1892	1
2827	319	20	424	84	1889	166	218	191	977	1
2835	24	11	457	99	1934	214	215	136	900	1
2679	96	12	30	6	2285	239	223	113	674	1
2845	349	10	582	82	2032	202	224	160	924	1
2713	76	6	0	0	2370	228	229	136	524	1
2707	102	8	0	0	2363	234	230	128	541	1
2870	342	12	582	104	2116	195	222	166	816	1
2696	45	10	60	-6	2382	223	218	129	551	1
2868	12	10	696	94	2139	210	220	146	886	1
2887	332	12	607	121	2201	191	224	172	767	1
2888	0	11	579	122	2210	203	219	153	741	1
2715	13	16	120	2	2478	203	207	138	443	1
2734	43	15	150	21	2520	221	205	115	379	1
2882	325	11	741	116	2226	191	227	176	847	1
2751	45	15	190	38	2550	223	206	114	335	1
2897	331	18	698	131	2271	176	215	178	780	1
2901	335	16	671	135	2279	181	216	173	752	1
2906	349	12	618	140	2296	197	219	160	698	1
2843	49	22	306	171	1226	223	188	89	769	1
2870	352	16	408	198	1127	189	210	157	671	1
2850	63	26	295	178	1237	232	179	63	780	1
2856	75	28	285	184	1249	240	176	47	792	1
2813	96	30	190	141	1343	251	182	36	886	1
2680	31	11	120	9	2105	217	215	132	1902	1
2891	319	16	420	219	1142	176	224	187	708	1
2736	22	9	503	108	2567	214	220	141	1535	1
2745	357	5	430	98	2652	212	231	156	1448	1
2886	90	28	330	214	1249	249	182	42	816	1
2744	324	4	362	87	2737	209	235	164	1362	1
2898	88	22	360	226	1243	246	199	71	830	1
2756	357	16	361	72	2843	192	209	152	1318	1
2767	351	12	450	90	2800	199	220	159	1412	1
2773	355	10	492	96	2801	203	222	157	1448	1
2780	358	5	424	68	2949	211	230	156	1319	1
2559	345	5	108	12	1566	209	231	160	1638	1
2564	344	7	134	2	1637	206	229	162	1783	1
2573	104	4	361	26	1339	226	234	143	1500	1
2577	36	4	319	23	1442	220	230	147	1632	1
2843	59	25	256	121	1844	230	181	70	757	1
2576	45	3	382	24	1377	220	233	150	1584	1
2846	74	25	247	124	1855	240	184	59	732	1
2767	145	8	228	37	2611	231	239	140	2100	1
2578	58	4	424	22	1366	223	230	143	1605	1
2823	99	24	180	101	1934	251	199	62	649	1
2861	99	19	270	139	1865	248	210	82	680	1
2850	97	23	240	128	1905	250	200	65	638	1
2836	91	24	210	114	1932	248	194	61	618	1
2586	41	10	492	22	1355	221	219	132	1639	1
2736	145	12	67	6	2467	237	238	130	2215	1
2741	93	10	95	11	2493	236	225	120	2173	1
2837	110	19	242	118	1947	249	215	87	573	1
2546	87	9	466	43	1050	233	226	125	1415	1
2889	47	23	335	164	1897	221	184	86	618	1
2830	90	32	180	105	2055	249	173	28	457	1
2934	51	28	360	209	1926	221	169	66	618	1
2941	89	28	360	216	1944	248	183	44	612	1
2827	91	34	180	102	2089	248	166	17	437	1
2866	92	32	240	141	2058	249	172	25	488	1
2920	194	12	642	76	2659	218	250	164	1786	1
3007	98	15	458	262	1888	244	217	99	780	1
2915	169	12	582	71	2619	229	245	145	1849	1
2943	84	31	342	199	1996	246	172	32	661	1
2889	105	28	277	148	2063	253	192	46	571	1
2862	112	28	228	120	2109	254	198	51	511	1
2900	220	12	1082	234	2491	206	251	181	1436	1
2751	129	16	457	117	2617	245	229	107	2079	1
2884	146	22	967	107	2437	244	230	102	1470	1
2839	111	31	170	95	2167	254	189	36	524	1
2898	121	39	228	153	2122	251	176	13	618	1
2882	133	39	216	137	2140	248	190	31	626	1
2942	151	27	376	191	1928	242	227	96	837	1
2875	145	11	361	33	2397	236	238	131	2067	1
2876	127	27	819	98	2326	253	210	66	1595	1
2868	129	28	212	123	2105	252	211	67	674	1
2856	124	30	190	110	2135	254	202	53	646	1
2921	260	22	837	255	2290	162	246	219	1674	1
2669	125	15	212	35	2352	244	228	108	2356	1
2663	147	17	210	29	2324	240	236	119	2377	1
2846	237	8	859	83	2250	206	247	178	1654	1
2868	293	12	859	188	2250	185	237	192	1667	1
2858	137	25	726	79	2240	249	222	86	1687	1
2837	133	19	757	59	2233	247	227	100	1682	1
2849	263	12	845	84	2220	189	246	196	1687	1
2879	144	16	247	128	2011	241	235	119	792	1
2855	100	24	162	110	2101	251	199	62	711	1
2872	157	16	242	121	2010	236	241	130	805	1
2866	143	16	212	115	2040	241	235	117	778	1
2847	129	23	659	69	2185	250	219	84	1749	1
2825	216	8	731	53	2165	212	248	172	1740	1
2831	236	7	752	66	2162	208	246	176	1741	1
2634	130	15	90	0	2279	243	230	112	2461	1
2825	131	17	624	48	2121	245	229	106	1806	1
2834	127	23	566	56	2101	251	219	83	1842	1
2813	253	10	618	56	2046	198	247	187	1860	1
2905	290	22	655	204	2040	155	231	214	1875	1
2836	184	11	0	0	2075	223	248	157	2432	1
2820	275	18	604	59	2014	170	242	210	1890	1
2875	288	28	618	174	1980	132	225	227	1926	1
2839	288	28	541	85	1922	130	223	228	1981	1
2809	162	13	30	4	2001	232	243	139	2356	1
2795	175	9	430	38	1914	225	245	153	2016	1
2798	143	5	0	0	1994	227	239	145	2337	1
2796	214	2	0	0	1948	217	240	160	2321	1
2814	28	5	60	-2	1889	218	230	148	2496	1
2851	233	24	390	106	1774	174	253	209	2130	1
2789	105	9	0	0	1850	236	229	123	2376	1
2818	247	22	313	73	1719	169	250	214	2190	1
2774	257	18	242	22	1702	174	248	211	2223	1
2784	63	11	60	0	1756	230	218	121	2446	1
2778	0	3	30	1	1712	215	234	156	2420	1
2747	235	21	108	8	1559	179	253	206	2375	1
2687	317	11	60	-2	1572	191	231	179	2268	1
2726	294	17	210	28	1463	168	233	204	2107	1
2714	334	10	277	19	1301	197	227	169	2041	1
2743	284	9	331	42	1374	195	241	185	1984	1
2738	23	8	0	0	1150	216	223	144	2222	1
2724	318	12	313	29	1288	187	229	181	2001	1
2740	287	10	351	46	1333	193	240	187	1967	1
2750	281	5	371	49	1381	206	240	173	1935	1
2750	295	5	0	0	990	206	238	172	2213	1
2757	39	3	30	1	904	220	232	149	2227	1
2759	23	2	0	0	878	218	235	154	2227	1
2812	82	13	124	49	1692	238	216	107	1618	1
2800	79	15	90	30	1813	239	211	98	1747	1
2784	59	15	30	10	1860	230	207	106	1761	1
2795	65	13	60	21	1855	232	212	110	1783	1
2833	78	15	242	61	1824	238	211	99	1875	1
2795	117	5	90	7	1976	229	235	139	1936	1
2814	48	17	120	29	2036	224	201	105	2047	1
2807	54	16	90	20	2058	228	204	105	2053	1
2803	65	16	60	14	2100	233	205	98	2089	1
2796	64	12	30	6	2122	231	215	114	2096	1
2832	54	15	150	45	2058	227	206	108	2101	1
2837	58	16	150	49	2079	230	204	102	2131	1
2825	63	18	90	34	2143	233	202	94	2171	1
2829	59	18	90	35	2164	231	198	93	2200	1
2682	163	18	242	47	3197	234	242	131	1838	1
2603	73	9	247	76	600	231	223	124	6321	1
2599	54	4	256	72	570	222	230	143	6307	1
2599	56	5	268	69	540	223	229	141	6293	1
2598	90	0	242	1	480	219	237	155	6266	1
2595	106	4	228	-1	450	227	234	142	6252	1
2591	104	4	218	-5	420	226	234	143	6239	1
2589	37	2	210	-7	360	219	234	151	6212	1
2588	101	1	210	-8	330	221	237	152	6199	1
2609	105	5	268	81	630	229	233	138	6309	1
2603	84	7	277	73	600	231	227	129	6295	1
2601	54	4	277	4	570	222	231	144	6281	1
2600	57	5	255	3	540	223	229	142	6267	1
2595	62	5	234	-1	510	224	230	142	6253	1
2594	72	2	216	-2	480	222	234	149	6239	1
2593	69	3	201	-3	450	223	233	145	6225	1
2592	36	4	190	-4	420	219	230	148	6212	1
2591	3	4	182	-5	390	214	232	155	6198	1
2594	27	4	180	-2	360	218	230	149	6185	1
2589	25	5	180	-7	330	218	229	148	6172	1
2589	325	6	182	-7	300	206	234	167	6159	1
2592	321	3	190	-4	270	211	236	164	6146	1
2606	90	4	270	74	631	226	233	141	6283	1
2605	62	5	277	7	601	224	230	142	6268	1
2602	45	5	255	4	571	221	229	143	6254	1
2601	27	5	234	4	541	218	228	147	6240	1
2600	24	8	212	3	511	216	222	143	6226	1
2597	23	9	192	0	481	215	221	142	6212	1
2596	31	7	175	0	451	218	225	143	6199	1
2595	31	4	162	-1	421	219	230	148	6185	1
2592	76	2	150	-4	361	222	235	150	6158	1
2593	0	2	150	-3	331	216	235	156	6145	1
2610	45	10	240	49	663	223	219	130	6271	1
2607	45	4	255	6	603	221	230	145	6242	1
2603	21	3	212	5	543	217	232	152	6214	1
2605	34	3	192	8	514	219	232	149	6200	1
2603	53	5	170	6	484	223	229	142	6186	1
2600	61	6	150	3	454	225	227	136	6172	1
2619	28	4	210	58	696	218	232	150	6259	1
2607	86	6	234	6	607	229	230	134	6216	1
2605	124	3	212	4	577	225	237	146	6201	1
2605	140	4	192	7	547	226	238	147	6187	1
2602	151	6	170	4	518	228	240	146	6173	1
2601	152	6	150	4	488	227	240	147	6159	1
2616	182	6	180	55	730	222	244	157	6248	1
2616	190	5	210	55	700	220	244	159	6233	1
2619	131	5	228	7	671	229	237	142	6218	1
2613	104	11	218	1	641	239	226	117	6204	1
2602	82	2	192	1	582	221	236	151	6175	1
2602	77	4	170	1	553	226	231	141	6161	1
2597	90	4	150	0	524	226	233	141	6146	1
2503	24	6	30	3	644	217	227	147	5658	1
2499	70	7	0	0	671	228	226	132	5650	1
2494	107	5	0	0	698	229	234	139	5641	1
2608	225	17	90	38	824	195	254	192	6267	1
2612	211	11	120	49	794	211	251	175	6252	1
2615	188	7	150	57	765	221	245	159	6237	1
2614	219	3	210	2	706	216	242	163	6207	1
2613	127	5	201	1	677	229	237	142	6192	1
2610	103	9	190	-1	648	235	229	125	6177	1
2604	56	5	182	-7	618	223	229	141	6163	1
2606	352	7	175	5	589	208	228	158	6148	1
2607	29	10	150	6	560	217	219	137	6134	1
2601	35	10	127	0	532	219	219	135	6120	1
2507	11	1	60	6	633	217	236	156	5638	1
2506	66	3	42	7	659	222	233	147	5629	1
2504	67	8	30	5	685	228	224	129	5621	1
2497	64	8	30	-1	711	228	224	129	5613	1
2495	55	4	30	1	738	222	231	145	5604	1
2493	45	2	0	0	765	220	234	151	5597	1
2600	236	16	90	25	830	191	252	197	6241	1
2606	225	12	120	36	800	204	251	182	6226	1
2611	236	5	180	53	742	211	244	171	6196	1
2616	266	3	192	4	713	211	241	167	6181	1
2614	50	4	175	2	684	222	231	145	6166	1
2610	57	8	162	-1	655	226	223	132	6151	1
2609	22	4	153	-2	626	217	230	150	6137	1
2611	330	4	150	0	598	210	235	163	6122	1
2611	59	6	134	10	569	224	228	139	6108	1
2505	108	5	85	0	624	229	234	138	5618	1
2504	166	4	85	5	649	223	241	153	5609	1
2503	103	4	60	4	700	227	234	141	5592	1
2499	60	7	60	0	726	225	226	135	5584	1
2495	51	3	30	2	778	221	232	148	5568	1
2495	262	2	0	0	805	215	239	162	5560	1
2788	126	19	234	102	3367	248	224	96	5941	1
2775	120	24	212	89	3337	252	212	73	5971	1
2765	121	22	192	79	3307	251	217	82	6001	1
2755	117	21	170	69	3277	251	216	83	6031	1
2597	255	13	90	19	837	190	248	195	6215	1
2604	246	10	120	29	808	199	248	187	6200	1
2607	247	7	150	37	779	205	246	179	6185	1
2611	246	6	180	48	750	208	244	174	6170	1
2612	243	5	170	0	721	209	244	173	6155	1
2617	288	1	150	5	693	216	238	159	6140	1
2615	73	7	134	3	664	229	226	131	6125	1
2608	72	3	124	-3	636	223	233	146	6110	1
2517	13	5	67	5	573	215	229	151	5616	1
2510	82	10	95	4	618	235	222	118	5598	1
2504	77	8	108	-1	642	230	226	129	5589	1
2501	6	2	108	2	666	216	234	155	5580	1
2500	30	5	90	1	716	218	228	146	5563	1
2493	80	4	30	-1	793	225	232	142	5539	1
2494	180	0	0	0	819	219	238	157	5531	1
2494	208	5	0	0	845	217	244	164	5523	1
2499	192	10	30	5	853	219	248	162	5515	1
2781	113	20	216	95	3369	249	216	86	5942	1
2758	122	22	170	72	3309	251	216	80	6002	1
2749	127	23	150	63	3279	251	218	82	6032	1
2739	129	23	127	53	3249	250	219	84	6062	1
2729	122	27	108	53	3219	253	207	63	6092	1
2713	123	29	85	37	3189	254	204	56	6122	1
2699	129	30	67	26	3159	252	205	57	6152	1
2522	60	8	90	7	573	226	224	132	5597	1
2520	70	5	95	2	594	225	230	140	5588	1
2516	82	7	108	4	616	230	228	132	5579	1
2508	36	11	134	2	661	219	215	130	5560	1
2504	3	9	134	5	684	208	223	152	5552	1
2509	352	8	124	10	708	206	226	158	5543	1
2504	45	8	90	11	757	222	223	136	5526	1
2499	69	10	60	4	782	231	221	122	5518	1
2494	51	6	30	0	808	223	227	139	5510	1
2496	63	3	0	0	834	222	233	146	5502	1
2489	163	13	60	-4	819	232	243	139	5479	1
2778	98	20	201	82	3371	248	208	80	5943	1
2765	98	23	175	79	3341	250	201	66	5973	1
2752	106	23	150	66	3311	252	204	67	6003	1
2729	128	25	108	43	3251	251	216	77	6063	1
2719	125	28	85	33	3221	253	208	62	6093	1
2690	119	28	42	14	3162	254	204	58	6153	1
2673	112	14	30	0	3132	244	224	106	6183	1
2673	339	10	0	0	3102	199	226	166	6213	1
2533	102	6	120	4	558	230	233	137	5588	1
2527	100	9	120	3	576	236	227	122	5578	1
2515	60	4	134	-2	636	223	231	144	5550	1
2511	38	6	162	12	703	220	227	143	5523	1
2511	98	3	120	18	750	225	234	145	5506	1
2508	88	7	90	13	774	231	228	129	5497	1
2503	76	8	60	9	799	230	226	128	5489	1
2499	61	6	30	3	824	225	228	137	5481	1
2496	84	7	0	0	849	230	228	131	5473	1
2490	90	6	0	0	875	230	230	134	5465	1
2488	83	6	30	-3	845	228	230	137	5457	1
2752	98	27	134	66	3314	251	191	50	6004	1
2736	108	28	108	50	3284	254	196	51	6034	1
2722	121	27	85	36	3254	253	207	63	6064	1
2696	120	26	42	10	3194	253	209	66	6124	1
2680	97	15	30	4	3164	244	216	98	6154	1
2676	1	12	0	0	3134	202	216	151	6184	1
2683	327	24	0	0	3105	155	205	186	6214	1
2530	135	8	150	-3	566	234	237	134	5570	1
2529	143	7	150	-5	582	231	239	141	5560	1
2525	105	7	150	-3	600	233	231	130	5550	1
2520	77	6	150	-3	618	228	228	134	5540	1
2518	41	5	153	-2	638	221	229	144	5531	1
2517	17	5	162	2	658	216	229	151	5521	1
2519	40	4	175	1	679	220	231	148	5512	1
2515	80	7	190	3	700	229	228	133	5503	1
2495	109	9	30	0	865	235	231	127	5444	1
2491	110	5	0	0	872	228	234	140	5436	1
2487	68	10	0	0	812	231	220	121	5421	1
2729	105	32	95	43	3287	254	182	30	6035	1
2713	116	30	67	27	3257	254	197	47	6065	1
2699	123	26	42	13	3227	253	209	66	6095	1
2686	115	13	30	0	3197	242	227	113	6125	1
2690	338	24	0	0	3137	160	198	172	6185	1
2696	330	29	30	20	3108	141	192	184	6215	1
2528	69	8	170	-11	592	229	224	128	5541	1
2524	35	4	180	-9	607	219	231	148	5531	1
2527	27	6	180	-7	624	217	226	145	5522	1
2523	37	9	180	-5	642	220	220	135	5512	1
2523	33	7	182	0	661	219	226	143	5502	1
2522	72	5	190	1	680	225	231	141	5493	1
2518	106	4	201	3	700	227	234	142	5484	1
2492	82	7	42	1	882	230	228	132	5415	1
2489	82	5	30	-1	871	227	231	138	5407	1
2487	114	3	30	-3	841	224	236	147	5399	1
2489	94	7	30	-2	811	232	229	130	5392	1
2762	114	23	134	66	3349	252	209	71	5976	1
2749	102	31	108	53	3320	253	183	33	6006	1
2726	100	34	85	30	3290	252	174	20	6036	1
2706	102	29	60	20	3260	253	188	41	6066	1
2690	97	18	30	4	3230	246	211	88	6096	1
2686	338	9	0	0	3200	200	227	166	6126	1
2696	325	23	0	0	3171	158	209	188	6156	1
2538	37	10	175	4	600	220	218	132	5523	1
2534	34	13	192	-2	618	218	212	128	5513	1
2530	16	10	210	-9	633	211	219	143	5503	1
2493	50	8	60	2	870	224	222	132	5378	1
2755	126	25	124	56	3353	252	213	73	5978	1
2742	118	32	95	46	3323	254	192	38	6007	1
2722	110	33	67	26	3293	254	185	30	6037	1
2706	101	25	42	10	3263	252	197	58	6067	1
2693	59	10	30	7	3234	228	219	124	6097	1
2696	316	19	0	0	3204	166	220	193	6127	1
2533	118	7	240	-6	674	232	234	134	5465	1
2507	50	7	150	11	850	224	224	135	5382	1
2504	61	6	127	13	872	225	227	136	5374	1
2501	55	6	108	10	895	224	227	139	5365	1
2495	81	7	90	4	870	230	227	129	5349	1
2492	92	7	90	1	840	231	229	131	5341	1
2772	91	20	150	73	3416	246	205	80	5919	1
2758	107	23	127	59	3386	252	207	71	5949	1
2745	118	28	108	46	3356	254	203	57	5979	1
2729	119	32	85	30	3327	254	194	41	6009	1
2507	72	11	170	16	870	233	219	117	5353	1
2504	90	6	150	13	892	229	231	136	5345	1
2502	96	5	134	11	914	228	233	139	5336	1
2500	102	8	124	9	900	234	230	128	5328	1
2494	111	9	120	3	870	236	230	125	5320	1
2489	117	9	120	13	840	236	232	128	5312	1
2484	119	7	108	8	810	233	234	133	5305	1
2768	105	23	124	55	3420	251	205	69	5921	1
2755	105	27	108	56	3390	253	196	52	5951	1
2739	110	31	85	40	3360	254	190	39	5981	1
2722	114	31	67	23	3331	254	193	41	6011	1
2706	115	24	42	7	3301	252	209	70	6041	1
2502	108	8	162	11	930	233	232	130	5308	1
2496	121	12	153	5	900	240	230	117	5299	1
2491	129	9	150	0	870	235	235	130	5291	1
2488	98	5	150	12	840	228	233	138	5283	1
2484	55	6	134	8	810	224	227	139	5276	1
2765	125	26	95	43	3424	252	212	70	5923	1
2752	118	31	85	39	3394	254	195	43	5953	1
2713	119	29	42	14	3335	254	199	50	6013	1
2510	84	12	210	19	912	237	220	113	5296	1
2506	65	9	201	15	933	229	222	126	5287	1
2492	82	12	182	1	900	237	219	111	5271	1
2509	62	8	180	12	955	227	223	130	5258	1
2504	53	11	182	7	930	227	215	121	5250	1
2498	44	15	190	25	900	222	205	114	5242	1
2492	31	12	170	19	870	216	213	130	5234	1
2492	26	6	150	19	840	217	227	146	5226	1
2505	38	12	162	8	900	220	214	127	5213	1
2490	90	8	108	17	810	232	228	129	5189	1
2495	89	13	108	22	840	239	219	108	5168	1
2490	106	11	85	17	810	239	227	117	5160	1
2507	111	9	391	29	765	236	230	125	3761	1
2499	101	12	366	21	752	241	223	110	3750	1
2504	129	10	402	26	752	237	234	127	3744	1
2500	130	11	376	22	738	238	234	124	3733	1
2493	112	8	350	15	725	234	232	130	3722	1
2501	84	6	390	23	726	229	229	133	3716	1
2497	54	8	362	19	711	225	223	131	3705	1
2495	8	8	335	17	698	211	223	150	3694	1
2507	13	8	379	29	700	213	225	149	3688	1
2504	29	11	351	26	685	216	217	135	3677	1
2507	27	2	400	29	691	218	234	153	3672	1
2510	101	1	371	32	674	221	237	152	3660	1
2508	113	6	342	30	659	231	234	136	3649	1
2504	176	3	313	26	644	221	241	156	3638	1
2508	58	4	395	30	666	223	230	143	3644	1
2506	116	6	365	28	649	231	234	137	3632	1
2501	130	8	335	23	633	233	236	135	3621	1
2499	164	6	306	21	618	226	242	150	3610	1
2501	56	7	331	23	607	225	225	134	3593	1
2501	83	6	301	23	592	229	230	135	3582	1
2751	99	20	323	130	1533	248	208	80	854	1
2738	111	23	309	122	1503	252	208	70	825	1
2771	121	14	342	117	1621	243	228	111	931	1
2766	123	13	324	128	1591	241	230	116	902	1
2759	116	19	309	121	1561	249	219	91	874	1
2746	113	25	295	108	1531	253	205	64	845	1
2711	121	20	255	95	1441	249	220	90	759	1
2701	112	23	234	85	1411	252	210	74	731	1
2688	109	24	216	72	1381	252	205	67	702	1
2793	146	14	390	119	1770	238	237	126	1071	1
